source,translation,target,legal_entity,BLEU,METEOR,COMET,term
a rate of interest that discounts the nominal amount of the instrument to the current cash sales price of the goods or services.,"der Zinssatz, mit dem der Nominalbetrag des Instruments auf den aktuellen Barverkaufspreis der Waren oder Dienstleistungen diskontiert wird.","der Zinssatz, mit dem der Nominalbetrag der Einnahmen auf den gegenwärtigen Barzahlungspreis für die verkauften Erzeugnisse, Waren oder Dienstleistungen des Basisgeschäftes diskontiert wird.","interest, sales, instrument, goods",0.34125993924625986,0.6344168051657902,0.8183043003082275,instrument
specify the characteristics of different classes of instruments to be taken into account by the regulated market when assessing whether an instrument is issued in a manner consistent with the conditions laid down in the second subparagraph of paragraph 1 for admission to trading on the different market segments which it operates;,"Die Eigenschaften verschiedener Kategorien von Instrumenten sind vom geregelten Markt bei der Prüfung zu berücksichtigen, ob ein Instrument in einer Art und Weise begeben wurde, die den Bedingungen des Absatzes 1 Unterabsatz 2 für die Zulassung zum Handel in den von ihm betriebenen Marktsegmenten entspricht;","die Eigenschaften verschiedener Kategorien von Instrumenten festgelegt werden, die vom geregelten Markt bei der Prüfung der Frage zu berücksichtigen sind, ob ein Instrument in einer Art und Weise begeben wurde, die den Bedingungen des Absatzes 1 Unterabsatz 2 für die Zulassung zum Handel in den von ihm betriebenen Marktsegmenten entspricht;","instrument, admission, account",0.7641621574108686,0.8967956720765708,0.8132504820823669,instrument
"The work programmes shall specify the minimum number of participants required for each indirect action and also their place of establishment, according to the nature of the instrument and the objectives of the R& TD activity.",In den Arbeitsprogrammen werden je nach Art des Instruments und den Zielen der FTEA-Tätigkeit die bei einer indirekten Maßnahme verlangte Mindestzahl an Teilnehmern und der Ort ihres Sitzes festgelegt.,In den Arbeitsprogrammen werden je nach Art des Instruments und den Zielen der FTEA-Tätigkeit die bei einer indirekten Maßnahme verlangte Mindestzahl an Teilnehmern und der Ort ihres Sitzes festgelegt.,instrument,1.0000000000000004,0.9999814814814815,0.9430179595947266,instrument
"exceptional expenditure necessarily incurred by the staff member for the purposes of the mission, either on receipt of special instructions or on account of force majeure and in the interests of the Foundation, and resulting in disbursement out of reasonable proportion to the allowance provided.","außergewöhnliche Auslagen, die der Bedienstete im Rahmen der Mission notwendigerweise verursacht hat, entweder aufgrund besonderer Weisungen oder aufgrund höherer Gewalt und im Interesse der Stiftung, und die zu einer Auszahlung führen, die in einem unangemessenen Verhältnis zu der gewährten Zulage steht.","außergewöhnliche Auslagen, die dem Bediensteten bei Erledigung eines dienstlichen Auftrags entweder auf Grund besonderer Weisungen oder durch höhere Gewalt und im Interesse des Organs entstehen, sofern die gewährten Tagegelder für diese Auslagen offensichtlich nicht ausreichen.","foundation, member, receipt, account, reasonable",0.13445582537786785,0.30177794780927836,0.7796652913093567,member
ICES division/NAFO sub-area and non-member country fishing zone (reference No in log-book : (22)),ICES-GEBIET/NAFO-UNTERGEBIET UND DRITTLAND-FISCHEREIZONE (LOGBUCH-BEZUGSNUMMER: (22)),_ ICES / NAFO-GEBIET UND DRITTLAND-FISCHEREIZONE (LOGBUCH-BEZUGSNUMMER : (22)) :,member,0.6173028691712478,0.6495098039215687,0.9092682600021362,member
"A staff member who receives instructions which he considers to be irregular or likely to give rise to serious difficulties shall inform his immediate superior thereof, if necessary in writing.","Hält ein Bediensteter eine ihm erteilte Anordnung für fehlerhaft oder ist er der Meinung, dass ihre Ausführung schwerwiegende Schwierigkeiten zur Folge haben kann, so hat er seinen unmittelbaren Vorgesetzten hiervon in Kenntnis zu setzen, erforderlichenfalls schriftlich.","Hält ein Bediensteter eine ihm erteilte Anordnung für fehlerhaft oder ist er der Meinung, daß ihre Ausführung schwerwiegende Nachteile zur Folge haben kann, so hat er seinem Vorgesetzten seine Auffassung, erforderlichenfalls schriftlich, mitzuteilen.",member,0.5959571023855762,0.7978981318543622,0.9048589468002319,member
"a loan taken up by a capital company with a member or a member's spouse or child, or a loan taken up with a third party, if it is guaranteed by a member, on condition that such loans have the same function as an increase in the company's capital.","die Darlehensaufnahme durch eine Kapitalgesellschaft bei einem Gesellschafter, beim Ehegatten oder bei einem Kind eines Gesellschafters sowie die Aufnahme von Darlehen bei Dritten, wenn ein Gesellschafter für ein solches Darlehen Sicherheit leistet; Voraussetzung ist, daß diese Darlehen die gleiche Funktion haben wie eine Erhöhung des Kapitals.","die Darlehensaufnahme durch eine Kapitalgesellschaft bei einem Gesellschafter, beim Ehegatten oder bei einem Kind eines Gesellschafters sowie die Aufnahme von Darlehen bei Dritten, wenn ein Gesellschafter für ein solches Darlehen Sicherheit leistet; Voraussetzung ist, daß diese Darlehen die gleiche Funktion haben wie eine Erhöhung des Kapitals.","child, party, member, company, capital, loan, condition",1.0000000000000004,0.9999962307106618,0.9282602071762085,member
A staff member employed in a place where transport is recognized as being particularly difficult and expensive because of the remoteness of housing from the place of work may be paid a transport allowance.,"Einem Bediensteten, an dessen Ort der dienstlichen Verwendung die Beförderungsbedingungen wegen der Entfernung zwischen Wohnung und Arbeitsstätte als besonders schwierig und kostspielig anerkannt worden sind, kann eine Fahrkostenzulage gewährt werden.","Einem Bediensteten, an dessen Ort der dienstlichen Verwendung die Beförderungsbedingungen wegen der Entfernung zwischen Wohnung und Arbeitsstätte als besonders schwierig und kostspielig anerkannt worden sind, kann eine Fahrkostenzulage gewährt werden.",member,1.0000000000000004,0.9999860867629463,0.9474712014198303,member
"The payment in respect of dependent children is fixed at the request of the husband or wife, on the basis of the place of origin of either of them.",Der Vergütung für die unterhaltsberechtigten Kinder wird entsprechend dem Antrag des Ehemanns oder der Ehefrau auf der Grundlage des Herkunftsorts eines der beiden festgelegt.,Der Vergütung für die unterhaltsberechtigten Kinder wird entsprechend dem Antrag der Ehegatten der Herkunftsort des einen oder des anderen Ehegatten zugrunde gelegt.,"dependent, request",0.40370319633773205,0.6783945829853238,0.8722180724143982,request
"Upon request, the Office shall make available to the parties transcripts of recordings of the oral proceedings, in typescript or in any other machine-readable form.",Das Amt stellt den Beteiligten auf Antrag Abschriften von Aufzeichnungen der mündlichen Verhandlung in schriftlicher oder einer anderen maschinenlesbaren Form zur Verfügung.,Das Amt stellt den Beteiligten auf Antrag Abschriften von Aufzeichnungen der mündlichen Verhandlung in schriftlicher oder einer anderen maschinenlesbaren Form zur Verfügung.,"make, request",1.0000000000000004,0.999958905235473,0.9532625675201416,request
"If you are requesting referral of part of the case, specify clearly the part or parts of the case for which you request the referral.","Bei Antrag auf Verweisung von Teilen der Sache ist genau anzugeben, auf welche Teile des Verfahrens sich der Antrag bezieht.","Bei Antrag auf Verweisung von Teilen der Sache ist genau anzugeben, auf welche Teile des Vorhabens sich der Antrag bezieht.","case, request",0.8725129388059685,0.9541331684188827,0.9214847087860107,request
"At the request of one or several members, the positions stated in the opinion shall be reasoned.",Auf Antrag eines oder mehrerer Mitglieder werden die in der Stellungnahme aufgeführten Standpunkte mit einer Begründung versehen.,Auf Antrag eines oder mehrerer Mitglieder werden die in der Stellungnahme aufgeführten Standpunkte mit einer Begründung versehen.,"opinion, request",1.0000000000000004,0.9999142661179699,0.9541730284690857,request
Request for action,Aufforderung zum Tätigwerden,Aufforderung zum Tätigwerden,request,0.0,0.9814814814814815,0.986224353313446,request
Details of the offer and admission to trading details,Einzelheiten zum Wertpapierangebot und zur Zulassung zum Handel,Einzelheiten zum Wertpapierangebot und zur Zulassung zum Handel,"admission, offer",1.0000000000000004,0.9990234375,0.9755130410194397,request for admission
ACTION 2: SCHOLARSHIPS,AKTION 2: STIPENDIENPROGRAMME,AKTION 2: STIPENDIENPROGRAMME,,1.0000000000000004,0.9921875,0.9869194626808167,request for admission
"The application shall show that the applicant exists as a legal person and has the financial and operational capacity to complete the proposed action or work programme, subject to Article 176(4).","Der Antrag dient dem Nachweis der rechtlichen Existenz des Antragstellers sowie seiner finanziellen und operativen Fähigkeit, die vorgeschlagene Maßnahme bzw. das vorgeschlagene Arbeitsprogramm vorbehaltlich des Artikels 176 Absatz 4 vollständig durchzuführen.","Der Antrag dient dem Nachweis der rechtlichen Existenz des Antragstellers sowie seiner finanziellen und operativen Fähigkeit, die vorgeschlagene Maßnahme bzw. das vorgeschlagene Arbeitsprogramm vorbehaltlich des Artikels 176 Absatz 4 vollständig durchzuführen.","capacity, article, person",1.0000000000000004,0.9999872786484836,0.9399289488792419,request for admission
Request for action,Aufforderung zum Tätigwerden,Aufforderung zum Tätigwerden,request,0.0,0.9814814814814815,0.986224353313446,request for admission
"The detailed summaries shall form part of the file which the applicant submits to the competent authorities."";","Die detaillierten Zusammenfassungen sind Teil der Unterlagen, die der Antragsteller den zuständigen Behörden vorlegt.","Die detaillierten Zusammenfassungen sind Teil der Unterlagen, die der Antragsteller den zuständigen Behörden vorlegt.""","file, competent",0.9394130628134763,0.9466299926035503,0.9344435334205627,request for admission
"In the event of a polygamous marriage, where the sponsor already has a spouse living with him in the territory of a Member State, the Member State concerned shall not authorise the family reunification of a further spouse.","Lebt im Falle einer Mehrehe bereits ein Ehegatte gemeinsam mit dem Zusammenführenden im Hoheitsgebiet eines Mitgliedstaats, so gestattet der betreffende Mitgliedstaat nicht die Familienzusammenführung eines weiteren Ehegatten.","Lebt im Falle einer Mehrehe bereits ein Ehegatte gemeinsam mit dem Zusammenführenden im Hoheitsgebiet eines Mitgliedstaats, so gestattet der betreffende Mitgliedstaat nicht die Familienzusammenführung eines weiteren Ehegatten.","state, member, marriage, sponsor, family",1.0000000000000004,0.9999794989544467,0.9450660347938538,state
The second Member State may require the family members concerned to present with their application for a residence permit:,"Der zweite Mitgliedstaat kann von den betroffenen Familienangehörigen verlangen, ihrem Antrag auf Erteilung eines Aufenthaltstitels Folgendes beizufügen:","Der zweite Mitgliedstaat kann von den Familienangehörigen des langfristig Aufenthaltsberechtigten verlangen, ihrem Antrag auf Erteilung eines Aufenthaltstitels Folgendes beizufügen:","state, member, residence, permit, family",0.7224553130054804,0.8633814102564104,0.9199780821800232,state
The Member State concerned shall grant the family members a first residence permit of at least one year's duration.,Der betreffende Mitgliedstaat erteilt den Familienangehörigen einen ersten Aufenthaltstitel mit mindestens einjähriger Gültigkeitsdauer.,Der betreffende Mitgliedstaat erteilt den Familienangehörigen einen ersten Aufenthaltstitel mit mindestens einjähriger Gültigkeitsdauer.,"state, member, grant, residence, permit, family",1.0000000000000004,0.9998177842565598,0.9717233180999756,state
